award_date,project_number,award_amount,award_type
2022-12-22,5P50AA011999-25,1430434,5
2021-12-01,5P50AA026117-05,1602858,5
2023-11-30,5P50AA026117-07,1552610,5
2024-11-26,5P50AA026117-08,1540337,5
2022-02-01,5P50AA027054-04,1621184,5
2023-02-06,5P50AA027054-05,1603787,5
2024-01-23,5P50AA030407-02,1588725,5
2025-01-17,5P50AA030407-03,1588725,5
2024-01-25,5P50AR080581-02,1586239,5
2025-01-01,5P50AR080581-03,1583114,5
2025-01-16,5P50AR080596-03,1392115,5
2021-11-18,5P50DC000242-35,2472597,5
2021-12-22,5P50HD052117-15,1715871,5
2025-02-12,5P50HD115356-02,1413477,5
2022-01-31,5P50MH100023-10,2359958,5
2023-02-06,5P50MH106435-07,3067776,5
2024-01-19,5P50MH106435-08,3082457,5
2025-01-28,5P50MH106435-09,3069435,5
2025-01-14,5P50MH136297-02,3202154,5
2021-12-04,5P60AA006282-40,1820605,5
2023-12-12,5P60AA006282-42,1793596,5
2024-12-09,5P60AA006282-43,1792715,5
2021-12-22,5P60AA006420-39,1809355,5
2023-12-14,5P60AA006420-41,1830941,5
2021-12-17,5P60AA007611-35,1622897,5
2023-11-27,5P60AA007611-37,1756278,5
2024-11-27,5P60AA007611-38,1727265,5
2021-12-03,5P60AA009803-29,1480517,5
2022-11-29,5P60AA009803-30,1445680,5
2023-11-27,5P60AA009803-31,1406400,5
2021-12-28,5P60AA010760-27,1597360,5
2022-12-28,5P60AA010760-28,1586750,5
2023-12-11,5P60AA010760-29,1533881,5
2024-11-26,5P60AA010760-30,1480936,5
2021-11-30,5P60AA011605-25,1737035,5
2023-12-06,5P60AA011605-27,1749377,5
2024-11-26,5P60AA011605-28,1749377,5
2022-02-04,5R00AA025120-05,247041,5
2022-01-27,5R00AA025393-05,249000,5
2022-12-29,5R00AA025991-04,249000,5
2023-12-07,5R00AA025991-05,249000,5
2022-11-22,5R00AA027774-04,249000,5
2023-11-15,5R00AA027774-05,249000,5
2023-01-16,5R00AA027830-03,248999,5
2024-01-29,5R00AA027830-04,248999,5
2025-01-17,5R00AA028265-04,221399,5
2024-02-08,5R00AA028577-04,249000,5
2024-01-22,5R00AA028777-04,246628,5
2024-12-24,5R00AA028840-04,224098,5
2025-01-14,5R00AA029168-04,224100,5
2024-12-20,5R00AA029726-04,224059,5
2024-11-21,5R00AA030627-04,219621,5
2021-12-01,5R00AG054573-05,244070,5
2021-12-09,5R00AG056600-05,249000,5
2022-01-18,5R00AG056656-05,249000,5
2021-12-06,5R00AG058798-04,249000,5
2023-01-11,5R00AG058798-05,249000,5
2024-01-04,5R00AG059947-05,242544,5
2024-12-16,5R00AG059947-06,212304,5
2024-01-23,5R00AG061216-05,249000,5
2022-01-25,5R00AG062746-04,249000,5
2023-01-26,5R00AG062746-05,249000,5
2024-02-05,5R00AG062776-04,248995,5
2023-02-06,5R00AG062778-05,248913,5
2021-12-16,5R00AG063896-04,249000,5
2023-01-20,5R00AG063896-05,249000,5
2024-01-16,5R00AG064042-04,248999,5
2025-01-09,5R00AG064042-05,224099,5
2024-01-29,5R00AG064143-05,249000,5
2024-01-30,5R00AG065441-04,249000,5
2023-11-09,5R00AG065508-04,249000,5
2024-11-26,5R00AG065508-05,224100,5
2023-11-15,5R00AG065516-04,243728,5
2024-11-27,5R00AG065516-05,211504,5
2023-12-15,5R00AG066846-04,249000,5
2024-12-18,5R00AG066846-05,224100,5
2024-01-29,5R00AG066932-04,249000,5
2025-02-14,5R00AG066932-05,224100,5
2024-01-26,5R00AG066938-04,248999,5
2024-12-16,5R00AG066938-05,224100,5
2023-12-26,5R00AG066963-04,249000,5
2024-12-12,5R00AG066963-05,224100,5
2025-02-14,5R00AG068303-04,224100,5
2024-02-01,5R00AG068425-04,224100,5
2025-01-30,5R00AG068425-05,224100,5
2024-12-13,5R00AG068544-04,217523,5
2024-12-16,5R00AG070104-04,214974,5
2024-01-19,5R00AG070105-04,249000,5
2024-02-02,5R00AG070109-04,248898,5
2024-12-09,5R00AG070109-05,224241,5
2025-01-15,5R00AG070390-04,218435,5
2024-01-29,5R00AG071738-04,249000,5
2024-12-17,5R00AG071738-05,224102,5
2024-12-06,5R00AG071833-04,220071,5
2023-12-19,5R00AG073463-04,242339,5
2024-12-16,5R00AG073463-05,211854,5
2024-11-25,5R00AG075179-04,224099,5
2024-12-16,5R00AG075327-04,224101,5
2023-02-06,5R00AI148511-05,248793,5
2024-02-16,5R00AI151891-04,243775,5
2025-02-12,5R00AI169473-03,243658,5
2025-01-10,5R00AI170996-04,248999,5
2024-12-20,5R00AI171164-04,243349,5
2023-01-13,5R00AR073903-04,243884,5
2024-01-26,5R00AR073903-05,232028,5
2024-02-15,5R00AR077090-05,236917,5
2023-11-29,5R00AR077685-04,241530,5
2024-12-11,5R00AR077685-05,224102,5
2022-12-19,5R00AR078205-03,249000,5
2023-12-21,5R00AR078205-04,241530,5
2024-12-20,5R00AR080207-04,189059,5
2024-11-08,5R00AR081367-04,221534,5
2021-12-07,5R00AT009466-04,243750,5
2021-11-24,5R00CA207871-06,248999,5
2022-01-19,5R00CA215316-05,249000,5
2022-02-01,5R00CA215360-04,247605,5
2023-01-31,5R00CA215360-05,34971,5
2021-11-15,5R00CA218896-05,171503,5
2021-12-29,5R00CA226357-04,249000,5
2022-12-23,5R00CA226357-05,249000,5
2022-01-17,5R00CA226366-05,248999,5
2021-11-08,5R00CA226506-04,249000,5
2022-11-18,5R00CA226506-05,249000,5
2022-01-26,5R00CA230202-05,249000,5
2024-02-08,5R00CA241072-05,248999,5
2022-01-05,5R00CA241332-04,171118,5
2023-01-26,5R00CA241332-05,249000,5
2022-11-18,5R00CA241367-04,249000,5
2023-11-14,5R00CA241367-05,249000,5
2022-11-30,5R00CA245030-03,248165,5
2023-12-01,5R00CA245030-04,248997,5
2022-12-01,5R00CA245488-04,249000,5
2023-02-07,5R00CA245899-04,248999,5
2024-02-01,5R00CA245899-05,248999,5
2022-12-16,5R00CA246061-04,249000,5
2023-12-06,5R00CA246061-05,249000,5
2025-01-27,5R00CA246083-05,224100,5
2023-12-22,5R00CA248495-04,248999,5
2025-01-03,5R00CA248495-05,224100,5
2023-01-02,5R00CA248715-04,249000,5
2024-01-17,5R00CA248715-05,249000,5
2022-12-02,5R00CA248838-03,249000,5
2023-11-17,5R00CA248838-04,249000,5
2024-01-29,5R00CA248846-04,249000,5
2025-02-14,5R00CA248846-05,224101,5
2023-01-03,5R00CA252001-03,249000,5
2023-12-01,5R00CA252001-04,249000,5
2023-11-10,5R00CA252009-04,249000,5
2024-11-12,5R00CA252009-05,224100,5
2023-11-06,5R00CA252152-04,249000,5
2024-02-14,5R00CA252602-04,249000,5
2025-01-08,5R00CA256039-04,224100,5
2023-12-15,5R00CA256262-04,249001,5
2024-12-16,5R00CA256262-05,190128,5
2024-02-09,5R00CA256497-04,249000,5
2023-11-20,5R00CA256505-04,182226,5
2025-01-06,5R00CA256505-05,224099,5
2024-01-02,5R00CA256525-04,249000,5
2024-12-19,5R00CA256525-05,224100,5
2024-01-01,5R00CA259224-04,249000,5
2024-12-18,5R00CA259224-05,224101,5
2025-01-07,5R00CA263036-04,97817,5
2024-12-23,5R00CA266921-04,170893,5
2024-12-06,5R00CA267176-04,224101,5
2025-01-07,5R00CA267557-04,161116,5
2025-01-28,5R00CA267674-04,210551,5
2024-12-19,5R00CA270294-04,224099,5
2025-02-12,5R00CA277136-03,224100,5
2022-01-20,5R00DA045749-04,248999,5
2023-01-13,5R00DA045749-05,248999,5
2021-11-12,5R00DA046522-04,248999,5
2022-11-29,5R00DA046522-05,1,5
2021-11-10,5R00DA046564-04,248998,5
2022-11-01,5R00DA046564-05,248993,5
2024-01-19,5R00DA047413-04,249000,5
2025-01-14,5R00DA047413-05,249000,5
2023-01-26,5R00DA047419-04,248999,5
2024-01-26,5R00DA047419-05,248999,5
2022-02-02,5R00DA047890-04,248993,5
2022-02-03,5R00DA048085-03,248999,5
2023-01-26,5R00DA048085-04,249000,5
2022-01-04,5R00DA048749-03,249000,5
2022-12-13,5R00DA048749-04,249000,5
2023-01-12,5R00DA048970-04,249000,5
2023-12-15,5R00DA048970-05,249000,5
2023-02-03,5R00DA049862-04,249000,5
2024-02-02,5R00DA049862-05,248999,5
2023-11-09,5R00DA049908-04,249000,5
2022-11-10,5R00DA050575-04,249000,5
2023-12-08,5R00DA050575-05,249000,5
2022-12-22,5R00DA051534-04,249000,5
2024-01-18,5R00DA051534-05,249000,5
2023-11-09,5R00DA054265-04,249000,5
2024-12-09,5R00DA054265-05,249000,5
2025-01-16,5R00DA055091-03,248999,5
2025-01-14,5R00DA055111-04,249000,5
2021-12-14,5R00DC016905-04,249000,5
2022-12-16,5R00DC016905-05,249000,5
2022-11-22,5R00DC016906-04,247510,5
2023-11-02,5R00DC016906-05,247510,5
2022-11-24,5R00DC017490-05,248976,5
2023-12-20,5R00DC017490-06,248976,5
2023-02-07,5R00DC017754-04,249000,5
2022-12-20,5R00DC018051-05,243732,5
2024-01-05,5R00DC018051-06,238732,5
2024-12-17,5R00DC019415-04,224100,5
2024-12-17,5R00DC019949-03,218511,5
2024-12-19,5R00DC020759-03,224100,5
2021-12-07,5R00DE026823-05,242621,5
2021-11-23,5R00DE027719-05,249000,5
2023-11-07,5R00DE031372-03,249000,5
2021-11-16,5R00DK114498-05,239306,5
2021-12-08,5R00DK117066-05,237644,5
2022-01-28,5R00DK118253-05,249000,5
2022-02-15,5R00DK119574-05,249000,5
2022-01-13,5R00DK119586-04,244731,5
2023-01-12,5R00DK119586-05,236182,5
2022-01-24,5R00DK120875-04,246601,5
2023-01-23,5R00DK120875-05,241244,5
2024-02-06,5R00DK122128-05,229836,5
2023-02-16,5R00DK123321-04,249000,5
2024-02-07,5R00DK123321-05,239040,5
2022-02-07,5R00DK123407-04,242365,5
2023-02-16,5R00DK123407-05,235530,5
2023-02-10,5R00DK127065-04,249000,5
2024-02-09,5R00DK127065-05,239039,5
2023-11-02,5R00DK127196-04,239039,5
2024-11-20,5R00DK127196-05,224099,5
2024-01-17,5R00DK127215-04,239041,5
2024-12-12,5R00DK127215-05,224100,5
2024-11-20,5R00DK128503-04,218229,5
2024-11-13,5R00DK129710-05,212549,5
2023-01-31,5R00EB030587-04,249000,5
2024-02-14,5R00EB030587-05,234593,5
2024-11-07,5R00EB033580-04,174342,5
2022-02-14,5R00ES027511-05,249000,5
2022-11-01,5R00ES029537-05,248999,5
2022-01-31,5R00ES029548-04,248998,5
2023-01-20,5R00ES029548-05,248998,5
2022-01-11,5R00ES029571-05,249000,5
2022-11-21,5R00ES030403-04,248784,5
2023-11-28,5R00ES030403-05,248784,5
2023-12-15,5R00ES033278-04,247790,5
2024-12-27,5R00ES033278-05,241639,5
2024-11-04,5R00ES033771-04,249000,5
2022-01-27,5R00EY024653-04,248760,5
2023-01-12,5R00EY024653-05,248760,5
2022-02-11,5R00EY028223-05,248999,5
2022-02-16,5R00EY028625-05,249000,5
2023-01-27,5R00EY028631-05,247154,5
2023-01-04,5R00EY029011-04,243596,5
2024-01-09,5R00EY029011-05,238029,5
2023-12-22,5R00EY029361-04,247715,5
2024-12-05,5R00EY029361-05,247715,5
2021-12-06,5R00EY029366-04,248486,5
2022-12-07,5R00EY029366-05,248857,5
2024-02-05,5R00EY029373-05,249000,5
2023-01-31,5R00EY029759-04,248999,5
2024-01-24,5R00EY029759-05,249000,5
2022-01-26,5R00EY030840-04,233412,5
2023-01-12,5R00EY030840-05,231855,5
2024-01-22,5R00EY031737-04,249000,5
2024-12-11,5R00EY031737-05,249000,5
2024-02-02,5R00EY031741-04,231858,5
2022-12-08,5R00EY031782-04,249000,5
2023-12-05,5R00EY031782-05,249000,5
2025-01-13,5R00EY031783-05,242635,5
2025-02-14,5R00EY032119-05,249000,5
2025-01-16,5R00EY032181-05,249998,5
2024-01-09,5R00GM123221-04,249000,5
2022-02-11,5R00GM124296-05,249000,5
2022-01-25,5R00GM124458-04,248999,5
2022-01-25,5R00GM126137-05,246786,5
2021-12-13,5R00GM127752-04,243080,5
2022-12-06,5R00GM127752-05,243080,5
2023-12-21,5R00GM129411-03,245021,5
2024-12-11,5R00GM129411-04,216828,5
2021-11-08,5R00GM129419-05,249000,5
2022-01-24,5R00GM130896-04,249000,5
2023-02-09,5R00GM130961-04,249000,5
2024-02-09,5R00GM130961-05,249000,5
2024-01-09,5R00GM132496-03,249000,5
2024-01-19,5R00GM132518-04,248999,5
2025-01-14,5R00GM132518-05,224099,5
2023-11-27,5R00GM132551-04,248999,5
2024-12-10,5R00GM132551-05,224100,5
2023-11-03,5R00GM134124-04,248999,5
2024-11-27,5R00GM134124-05,224099,5
2023-01-23,5R00GM134150-04,249000,5
2024-01-18,5R00GM134150-05,248999,5
2021-11-16,5R00GM134154-04,167264,5
2023-02-09,5R00GM135515-04,249000,5
2024-01-05,5R00GM135533-04,248999,5
2025-01-15,5R00GM135533-05,224100,5
2023-02-07,5R00GM135536-04,249000,5
2024-02-15,5R00GM135536-05,249000,5
2023-01-13,5R00GM135537-04,248999,5
2024-01-15,5R00GM135537-05,248999,5
2024-01-05,5R00GM136915-04,249000,5
2024-12-18,5R00GM136915-05,224101,5
2022-11-01,5R00GM137038-04,249000,5
2024-01-31,5R00GM137076-04,249000,5
2025-01-28,5R00GM137077-04,220663,5
2023-01-23,5R00GM140070-03,249000,5
2024-01-31,5R00GM140070-04,249000,5
2025-01-10,5R00GM140212-04,224101,5
2022-12-30,5R00GM140220-03,249000,5
2024-02-01,5R00GM140220-04,249000,5
2023-11-22,5R00GM140251-04,248589,5
2024-12-11,5R00GM140251-05,223729,5
2024-12-13,5R00GM140269-04,224101,5
2025-01-21,5R00GM141267-04,224100,5
2023-12-07,5R00GM141320-03,249000,5
2024-12-12,5R00GM141320-04,224100,5
2024-12-23,5R00GM141414-04,224100,5
2024-01-23,5R00GM141453-04,248999,5
2025-01-16,5R00GM141453-05,224099,5
2024-01-19,5R00GM143466-04,248999,5
2024-12-13,5R00GM143476-04,224101,5
2023-11-07,5R00GM143534-03,249000,5
2024-11-21,5R00GM143534-04,224099,5
2024-12-13,5R00GM143550-04,224100,5
2024-01-17,5R00GM144683-03,242003,5
2025-01-15,5R00GM144683-04,224085,5
2024-12-13,5R00GM147352-03,224101,5
2024-12-23,5R00GM147656-04,224098,5
2025-01-06,5R00GM147842-04,224100,5
2022-01-24,5R00HD090301-05,244915,5
2023-02-10,5R00HD092542-04,248999,5
2024-02-06,5R00HD092542-05,246508,5
2022-01-24,5R00HD092623-04,248998,5
2023-01-27,5R00HD092623-05,249000,5
2022-01-20,5R00HD093873-05,236368,5
2021-12-07,5R00HD096049-04,241418,5
2022-11-30,5R00HD096049-05,235781,5
2022-02-12,5R00HD096051-04,237817,5
2024-01-29,5R00HD096108-06,246373,5
2021-11-19,5R00HD096117-05,248111,5
2023-01-24,5R00HD098288-04,206369,5
2024-01-18,5R00HD098288-05,230785,5
2023-01-23,5R00HD098918-04,245572,5
2024-01-17,5R00HD098918-05,225651,5
2024-01-11,5R00HD099154-04,246510,5
2025-01-24,5R00HD099154-05,224099,5
2023-02-16,5R00HD099269-04,245717,5
2024-02-15,5R00HD099269-05,153251,5
2023-01-20,5R00HD099276-05,228193,5
2022-12-15,5R00HD099520-03,247028,5
2023-11-14,5R00HD099520-04,242564,5
2024-01-08,5R00HD100593-04,245851,5
2025-01-08,5R00HD100593-05,224100,5
2021-12-03,5R00HD101021-04,249000,5
2022-12-13,5R00HD101021-05,159532,5
2024-02-01,5R00HD101553-04,245712,5
2023-01-13,5R00HD101657-04,156220,5
2024-01-28,5R00HD101657-05,246383,5
2024-01-22,5R00HD101702-04,246509,5
2025-01-22,5R00HD101702-05,224100,5
2025-01-15,5R00HD102584-04,223855,5
2023-01-25,5R00HD103873-03,240557,5
2024-01-25,5R00HD103873-04,246510,5
2023-12-29,5R00HD104902-04,182517,5
2025-01-08,5R00HD104902-05,214379,5
2025-01-21,5R00HD104924-04,222130,5
2024-01-08,5R00HD104994-04,182521,5
2024-12-03,5R00HD104994-05,224100,5
2022-01-10,5R00HG009682-05,241680,5
2022-11-08,5R00HG010362-04,249000,5
2023-11-02,5R00HG010362-05,249000,5
2022-12-23,5R00HG010493-04,248021,5
2024-02-02,5R00HG010493-05,247282,5
2021-12-20,5R00HG010499-04,249000,5
2023-02-16,5R00HG010904-04,246837,5
2024-01-24,5R00HG011041-04,243181,5
2024-12-19,5R00HG011467-04,224101,5
2023-12-14,5R00HG011490-04,242449,5
2024-12-26,5R00HG011490-05,212017,5
2024-01-04,5R00HG011542-04,238884,5
2025-01-16,5R00HG012593-04,224101,5
2024-12-20,5R00HG012887-03,224101,5
2022-01-12,5R00HL133473-04,248997,5
2023-01-26,5R00HL133473-05,248990,5
2022-01-24,5R00HL133590-05,248998,5
2021-12-07,5R00HL135265-05,249000,5
2021-11-12,5R00HL135403-05,248959,5
2022-01-10,5R00HL135416-05,248980,5
2021-11-17,5R00HL135740-05,248999,5
2022-02-08,5R00HL138193-05,247473,5
2021-12-22,5R00HL139996-05,248999,5
2021-12-25,5R00HL141630-05,249000,5
2021-12-24,5R00HL141678-05,249000,5
2021-12-21,5R00HL143037-05,249000,5
2024-02-06,5R00HL143211-04,248345,5
2025-01-17,5R00HL143211-05,248345,5
2022-01-28,5R00HL143441-04,248999,5
2023-01-27,5R00HL143441-05,248999,5
2022-12-05,5R00HL144822-04,249000,5
2023-12-22,5R00HL144822-05,249000,5
2022-12-21,5R00HL144921-04,249000,5
2023-12-14,5R00HL144921-05,244020,5
2022-01-25,5R00HL144923-04,249000,5
2023-01-25,5R00HL144923-05,249000,5
2022-01-27,5R00HL145113-04,91844,5
2023-01-12,5R00HL145117-04,249000,5
2023-11-14,5R00HL145117-05,249000,5
2022-12-14,5R00HL146888-04,249000,5
2023-12-14,5R00HL146888-05,249000,5
2023-01-06,5R00HL146954-04,246788,5
2024-01-19,5R00HL146954-05,246788,5
2022-01-19,5R00HL148511-04,242329,5
2023-02-15,5R00HL148511-05,237785,5
2022-12-21,5R00HL151889-04,249000,5
2023-12-26,5R00HL151889-05,244020,5
2024-01-20,5R00HL153679-04,249000,5
2025-02-14,5R00HL153679-05,249000,5
2023-12-04,5R00HL153896-04,249000,5
2024-11-27,5R00HL153896-05,249000,5
2025-01-06,5R00HL153939-04,249000,5
2024-01-31,5R00HL155785-04,248997,5
2024-01-29,5R00HL155791-04,248999,5
2025-01-21,5R00HL155791-05,248999,5
2024-01-22,5R00HL157421-04,248979,5
2025-01-23,5R00HL157690-04,249000,5
2023-11-30,5R00HL159594-04,248999,5
2024-12-23,5R00HL159594-05,248999,5
2025-01-23,5R00HL161321-04,249000,5
2025-01-24,5R00HL161420-04,249000,5
2025-01-29,5R00HL164969-04,249000,5
2023-01-06,5R00LM013089-04,230263,5
2024-02-07,5R00LM013089-05,223787,5
2023-12-13,5R00LM013646-04,160643,5
2024-12-13,5R00LM013646-05,212568,5
2021-12-10,5R00MD012807-05,249000,5
2023-11-21,5R00MD015296-04,232026,5
2024-11-29,5R00MD015296-05,224101,5
2023-11-06,5R00MD015736-04,244226,5
2024-11-29,5R00MD015736-05,156271,5
2023-12-06,5R00MD015767-04,249000,5
2024-12-22,5R00MD015767-05,179279,5
2024-01-18,5R00MD015781-04,243633,5
2025-01-09,5R00MD015781-05,215816,5
2025-01-18,5R00MD016435-04,224100,5
2024-11-28,5R00MD016895-04,224099,5
2023-12-09,5R00MD016946-04,249000,5
2024-12-13,5R00MD016946-05,224101,5
2024-11-11,5R00MD017269-04,224023,5
2022-02-01,5R00MH113813-05,249000,5
2022-01-04,5R00MH117235-04,244378,5
2023-01-16,5R00MH117235-05,239616,5
2023-02-13,5R00MH117264-05,249000,5
2023-01-27,5R00MH119320-04,248999,5
2024-02-06,5R00MH119320-05,249000,5
2022-11-23,5R00MH119327-04,248999,5
2023-11-13,5R00MH119327-05,248999,5
2022-01-31,5R00MH120047-04,249000,5
2023-02-04,5R00MH120047-05,242559,5
2022-02-09,5R00MH120051-05,238543,5
2021-11-16,5R00MH120327-04,248999,5
2022-11-04,5R00MH120327-05,248999,5
2024-01-24,5R00MH121533-04,248965,5
2023-11-17,5R00MH122663-04,249000,5
2025-01-24,5R00MH122663-05,211651,5
2022-12-21,5R00MH124434-04,248999,5
2023-11-08,5R00MH124434-05,224098,5
2023-01-20,5R00MH125329-04,249000,5
2024-01-29,5R00MH125329-05,224101,5
2022-01-03,5R00NR017416-05,238874,5
2022-01-20,5R00NS105883-04,248784,5
2023-01-30,5R00NS105883-05,248972,5
2021-12-01,5R00NS109252-04,249000,5
2022-12-23,5R00NS109252-05,249000,5
2022-12-20,5R00NS109323-04,249000,5
2023-12-04,5R00NS109323-05,241530,5
2024-01-24,5R00NS111000-05,237136,5
2022-12-23,5R00NS112458-04,249000,5
2023-12-15,5R00NS112458-05,241531,5
2023-12-06,5R00NS114107-04,219241,5
2024-12-12,5R00NS114107-05,203421,5
2024-02-09,5R00NS114111-04,241530,5
2025-01-27,5R00NS114111-05,249000,5
2022-12-08,5R00NS114166-04,249000,5
2023-11-09,5R00NS114166-05,241531,5
2021-12-03,5R00NS114194-03,248999,5
2022-12-13,5R00NS114194-04,248999,5
2022-12-23,5R00NS115918-04,248923,5
2023-12-01,5R00NS115918-05,224030,5
2023-02-14,5R00NS116123-03,247218,5
2023-12-29,5R00NS116123-04,237898,5
2023-11-16,5R00NS118120-04,240093,5
2024-11-15,5R00NS118120-05,222767,5
2023-12-18,5R00NS119739-04,241530,5
2024-12-13,5R00NS119739-05,224100,5
2025-01-15,5R00NS119749-05,224010,5
2024-12-11,5R00NS121136-04,224100,5
2023-12-01,5R00NS121137-04,224100,5
2024-12-06,5R00NS121137-05,224100,5
2025-02-14,5R00NS121274-04,224101,5
2025-01-21,5R00NS121399-04,224101,5
2024-11-21,5R00NS121511-04,327197,5
2024-11-20,5R00NS125131-04,223623,5
2024-11-21,5R00NS126707-04,221306,5
2024-02-12,5R01AA012207-20,612342,5
2022-01-31,5R01AA013746-19,629741,5
2023-01-30,5R01AA013746-20,585173,5
2024-02-07,5R01AA013892-17,694078,5
2021-11-23,5R01AA014445-17,345308,5
2022-11-24,5R01AA014445-18,345308,5
2022-02-09,5R01AA020212-10,422261,5
2021-12-23,5R01AA021491-08,399375,5
2022-12-22,5R01AA021491-09,399375,5
2023-12-14,5R01AA021491-10,407250,5
2023-02-14,5R01AA023534-08,497260,5
2021-12-30,5R01AA023653-05,527053,5
2021-12-29,5R01AA024440-05,353928,5
2022-01-31,5R01AA025646-05,529701,5
2022-02-09,5R01AA025652-05,334842,5
2021-11-23,5R01AA026068-04,345559,5
2022-11-21,5R01AA026068-05,345559,5
2024-02-14,5R01AA026186-08,360000,5
2021-12-24,5R01AA026272-04,401625,5
2022-12-29,5R01AA026272-05,401625,5
2022-12-14,5R01AA026278-05,540090,5
2022-02-01,5R01AA026291-05,612688,5
2024-02-15,5R01AA026537-07,427456,5
2022-02-04,5R01AA026844-04,651027,5
2023-01-20,5R01AA026844-05,620658,5
2022-02-01,5R01AA027189-04,513541,5
2023-01-25,5R01AA027189-05,516042,5
2023-02-01,5R01AA027209-04,355123,5
2021-12-28,5R01AA027263-04,615166,5
2023-01-27,5R01AA027263-05,614676,5
2021-12-28,5R01AA027293-04,326065,5
2022-12-28,5R01AA027293-05,328371,5
2022-01-31,5R01AA027316-04,615329,5
2023-01-25,5R01AA027316-05,615329,5
2022-02-01,5R01AA027396-08,351000,5
2023-01-31,5R01AA027396-09,351000,5
2021-12-27,5R01AA027508-03,505524,5
2022-12-29,5R01AA027508-04,504433,5
2023-12-27,5R01AA027508-05,323010,5
2022-01-25,5R01AA027512-03,622974,5
2023-01-25,5R01AA027512-04,621772,5
2024-01-24,5R01AA027512-05,623752,5
2022-01-21,5R01AA027528-03,386101,5
2022-12-26,5R01AA027528-04,386101,5
2023-12-07,5R01AA027528-05,386101,5
2022-01-24,5R01AA027544-03,339998,5
2023-02-01,5R01AA027544-04,339998,5
2024-01-24,5R01AA027544-05,339998,5
2021-12-23,5R01AA027555-03,396995,5
2023-01-04,5R01AA027555-04,396978,5
2023-12-18,5R01AA027555-05,404403,5
2022-01-31,5R01AA027653-03,381375,5
2023-01-30,5R01AA027653-04,381375,5
2024-01-30,5R01AA027653-05,381375,5
2021-12-28,5R01AA027654-03,437190,5
2023-01-13,5R01AA027654-04,437190,5
2023-12-13,5R01AA027654-05,437190,5
2021-12-28,5R01AA027706-03,450355,5
2022-12-29,5R01AA027706-04,450355,5
2023-12-27,5R01AA027706-05,450355,5
2023-02-15,5R01AA028011-03,320552,5
2024-02-13,5R01AA028011-04,320552,5
2022-01-31,5R01AA028023-02,606500,5
2023-01-31,5R01AA028023-03,614009,5
2022-01-24,5R01AA028035-04,333189,5
2023-01-18,5R01AA028035-05,333189,5
2024-01-31,5R01AA028035-06,333189,5
2021-12-29,5R01AA028070-02,499238,5
2022-12-29,5R01AA028070-03,499237,5
2023-12-27,5R01AA028070-04,499237,5
2024-12-13,5R01AA028070-05,449314,5
2023-02-14,5R01AA028200-03,435815,5
2024-02-09,5R01AA028200-04,435815,5
2024-02-15,5R01AA028225-04,602843,5
2022-01-25,5R01AA028240-02,683716,5
2023-02-02,5R01AA028240-03,673411,5
2024-01-22,5R01AA028240-04,663922,5
2022-01-31,5R01AA028246-02,678764,5
2023-02-02,5R01AA028246-03,664266,5
2024-02-07,5R01AA028246-04,641133,5
2022-02-01,5R01AA028761-02,413297,5
2023-01-25,5R01AA028761-03,413297,5
2024-01-30,5R01AA028761-04,413297,5
2025-01-14,5R01AA028761-05,371967,5
2023-02-10,5R01AA028769-03,673544,5
2024-02-08,5R01AA028769-04,641513,5
2022-01-25,5R01AA028770-02,453346,5
2023-02-02,5R01AA028770-03,429717,5
2024-01-24,5R01AA028770-04,439944,5
2023-02-10,5R01AA028852-03,483280,5
2024-02-14,5R01AA028852-04,475583,5
2023-02-14,5R01AA028859-02,376875,5
2024-02-07,5R01AA028859-03,376875,5
2023-02-01,5R01AA028861-02,349995,5
2024-01-31,5R01AA028861-03,349988,5
2021-12-23,5R01AA028879-02,399375,5
2023-01-04,5R01AA028879-03,399375,5
2023-12-18,5R01AA028879-04,407250,5
2024-12-13,5R01AA028879-05,372600,5
2024-02-12,5R01AA028982-03,407250,5
2023-01-27,5R01AA029008-03,681916,5
2024-01-22,5R01AA029008-04,667647,5
2025-01-10,5R01AA029008-05,589257,5
2022-02-02,5R01AA029031-02,350158,5
2023-01-25,5R01AA029031-03,372300,5
2024-01-17,5R01AA029031-04,347932,5
2025-01-20,5R01AA029031-05,294990,5
2024-02-05,5R01AA029081-03,437032,5
2023-02-01,5R01AA029113-03,717796,5
2024-02-13,5R01AA029125-03,531091,5
2023-02-14,5R01AA029135-02,709584,5
2024-02-07,5R01AA029135-03,701911,5
2024-02-05,5R01AA029312-04,698400,5
2023-02-10,5R01AA029403-02,316694,5
2024-02-15,5R01AA029403-03,313846,5
2023-01-25,5R01AA029673-02,609370,5
2024-01-17,5R01AA029673-03,621213,5
2025-01-20,5R01AA029673-04,570069,5
2024-02-15,5R01AA029691-02,345098,5
2023-01-31,5R01AA029700-02,315631,5
2024-01-18,5R01AA029700-03,315145,5
2025-01-15,5R01AA029700-04,282334,5
2022-12-28,5R01AA029758-02,561650,5
2023-12-07,5R01AA029758-03,550247,5
2024-12-20,5R01AA029758-04,484250,5
2024-02-14,5R01AA029808-03,701905,5
2024-02-16,5R01AA029812-03,783430,5
2022-12-28,5R01AA029817-02,645637,5
2023-12-13,5R01AA029817-03,624530,5
2024-12-20,5R01AA029817-04,561693,5
2023-02-16,5R01AA029962-02,597504,5
2024-02-12,5R01AA029962-03,595768,5
2023-02-10,5R01AA029984-02,1,5
